screen_time;caffeine_intake;stress_level;sleep_duration;sleep_quality;academic_performance
5.745156066221912;1;7.634178808444101;6.912627872369135;4.213806352481484;62.11325255635711
4.182327247645249;0;1.0;8.843956921947065;7.165575457813336;68.4900973345488
6.195630397911645;0;4.11575381194817;7.013747592654667;5.06679468251018;71.11644430774182
9.597617861010397;1;1.8085788936119322;7.609842699054975;5.383383086324514;80.88415194528844
3.9865385084920133;2;3.9982977175369534;8.654226855033714;8.143298478153067;73.9008973313837
3.986571233670779;3;4.851765455175789;6.531316317236139;4.589806203123322;61.5999283327193
9.87105174705607;2;2.606412932167577;7.795420040740757;6.435224599041513;94.53227897426623
6.577911965962567;3;1.0;6.436698502850015;6.509400686308287;77.7947529842762
3.5440240081639787;3;5.414131448282116;6.757388188111932;5.170711332949349;81.55893038429559
5.87837299324819;4;9.17287956405579;5.4373946122077905;5.500909931445503;35.178662268061615
3.5547728084135435;2;4.2974396662999865;8.425369736924289;6.921018758278862;67.2458020954477
3.5506657574521694;1;6.9186619124516;7.436838785579864;10.0;88.42860398334585
5.058050517205533;2;8.008769675113772;5.268052506413287;4.92551170631409;35.84372038082476
1.7217821319916264;2;1.1999241509084038;7.674587850877375;9.193693004445082;79.49331438263319
1.8918233202612178;2;4.085449697043358;7.795774797398524;5.716704269804919;81.7539547944537
3.3833158028394976;1;2.447228776622397;7.9672400123224865;6.885441805277994;73.27527222491919
2.700898349838071;1;3.3874459240436723;7.732256142194643;8.404848036514135;87.3830919795954
5.24420504648626;0;8.404023402293259;5.928353965021126;4.300539700476373;47.8452642396744
2.8462090821589174;0;5.447358972848384;7.200828386918626;6.5845354726882075;100.0
2.2118917599154018;2;6.577647202090348;6.523091040702962;8.651296699372697;73.6169793269887
9.326169604874384;1;4.912201788072429;6.056938671161002;6.55446866200079;77.0814609429355
4.003271291486994;6;2.5788947085289124;6.563377788655212;7.172097221721078;79.43136902178881
4.635592869830878;1;6.356231394437412;6.7971790269755745;6.590503785682882;81.98034641925837
2.1981715625994505;1;7.505150742885643;6.3449265904369945;5.9106546040777035;64.9366076033326
3.4137405914845704;1;5.6347484323373145;8.990422742671706;5.4381425332508675;75.32091761356094
4.7372713000851165;2;5.97824872351987;7.142306947371953;6.28019128396966;87.57690002033678
2.5206157358211763;4;2.5303972272664312;7.1393878642910105;6.582785285217307;78.47239800783419
5.4078359801845295;2;6.413727266298452;7.090792216759533;7.171551858092739;81.99591005390711
3.3190568294093845;1;7.692027645852698;6.130501127099682;5.2275037743736;71.08483716635948
3.8734792149072192;1;5.809170948542907;7.798449802275367;6.760322057386458;67.93497855615567
3.317285055061695;1;1.4064335082462147;8.276717129003458;5.999444138587475;71.50422555556283
10.0;0;8.271259001550563;4.813635637994711;5.1730628761167115;59.49626859593222
4.451545715356664;4;3.1103522127124723;5.53025303588919;7.07838635031747;40.753469507840684
2.640965408955365;1;5.775573653779823;7.622705502890689;6.08545230626869;76.1051576640486
6.761687276672524;3;6.905952537121837;6.184811913000888;4.728196143835157;70.31009233107235
2.4341026693785444;3;7.159236644101989;5.655582578977815;6.456770899330762;40.70048457115892
4.975031973889559;3;1.3998863764403087;7.417679903810246;5.786725504955144;91.66854647276153
1.682305102957155;2;5.234434512145875;6.644195841250594;6.56215674649788;80.51160581067931
2.3069054065399524;2;5.102043221765218;7.712512914011973;7.366917240627305;83.60103443238984
4.945265320509677;3;7.878056375453022;4.893797289957972;4.153422594634368;54.77376682478965
6.483323664106026;2;5.9174470848212595;6.006645995153185;5.737145749511775;72.40155921453209
4.882630641952127;0;7.89623532208992;5.5524710097352;3.1788150433967237;36.98007273165143
4.229889453557273;3;6.079835199770307;7.270382705690636;4.910663746443607;70.05654525644897
3.8552974061792726;2;4.8516675908775655;6.702985846294946;5.050070497014661;68.10014619989879
2.139857000952559;4;5.3877188430763185;7.8414712092558005;6.787937326834945;84.22208843924294
3.127011936804129;2;8.047193834204926;6.613317723477275;5.6049794341215495;60.161259034401645
3.5597154593478226;1;2.406136328997502;8.086274197524078;7.830639637530666;82.86437610673737
7.603138428040757;3;6.811909020241064;6.01785301725669;5.85857450288948;56.55511658907701
5.321786976464775;2;3.744768017558426;8.051741049049365;6.671596289384926;71.81913205246698
1.8561044733840515;2;3.315041831502594;7.21205532788256;5.213376109900575;89.49657513814923
5.270061249055469;0;7.046852733232346;5.742124578487627;3.8031274680487646;39.79242940364253
3.6967677611533887;0;3.2338254899780123;8.516811792348602;5.850243738325915;73.86679179132624
3.194846362590071;4;5.75414943385065;6.342378415884683;5.35954638615188;47.47344565097204
6.085069478810694;1;4.02211715568047;6.834285953422996;6.448112525909443;72.9807851251957
7.504476890931506;2;1.0;6.9345133344983765;6.9044850646522775;60.511713865419104
